,user_id,user_url,item_id,helpful,recommend,sentiment_analysis
94,76561198081962345,http://steamcommunity.com/profiles/76561198081962345,1250,No ratings yet,True,1
95,76561198073210139,http://steamcommunity.com/profiles/76561198073210139,304050,0 of 2 people (0%) found this review helpful,True,2
96,76561198056290589,http://steamcommunity.com/profiles/76561198056290589,730,No ratings yet,True,2
97,Hirukaz,http://steamcommunity.com/id/Hirukaz,550,0 of 1 people (0%) found this review helpful,True,0
98,76561198183396245,http://steamcommunity.com/profiles/76561198183396245,440,No ratings yet,True,2
99,76561198090715178,http://steamcommunity.com/profiles/76561198090715178,4000,1 of 1 people (100%) found this review helpful,True,2
100,76561198090715178,http://steamcommunity.com/profiles/76561198090715178,304930,No ratings yet,True,2
101,CatsWhale,http://steamcommunity.com/id/CatsWhale,333950,1 of 2 people (50%) found this review helpful,True,2
102,CatsWhale,http://steamcommunity.com/id/CatsWhale,388520,No ratings yet,True,2
103,CatsWhale,http://steamcommunity.com/id/CatsWhale,107410,No ratings yet,True,2
104,CatsWhale,http://steamcommunity.com/id/CatsWhale,206210,No ratings yet,True,2
105,76561198073784601,http://steamcommunity.com/profiles/76561198073784601,221100,3 of 6 people (50%) found this review helpful,True,2
106,76561198073784601,http://steamcommunity.com/profiles/76561198073784601,299740,0 of 18 people (0%) found this review helpful,False,0
107,mimimomoma,http://steamcommunity.com/id/mimimomoma,730,No ratings yet,True,2
108,76561198102410011,http://steamcommunity.com/profiles/76561198102410011,440,No ratings yet,True,1
109,de_Butl3r,http://steamcommunity.com/id/de_Butl3r,209870,3 of 8 people (38%) found this review helpful,True,2
110,76561198027947401,http://steamcommunity.com/profiles/76561198027947401,322170,1 of 2 people (50%) found this review helpful,True,2
111,76561198027947401,http://steamcommunity.com/profiles/76561198027947401,304050,1 of 3 people (33%) found this review helpful,True,2
112,76561198074200011,http://steamcommunity.com/profiles/76561198074200011,730,No ratings yet,True,2
113,jonasdbomb,http://steamcommunity.com/id/jonasdbomb,346110,2 of 12 people (17%) found this review helpful,True,2
114,L1J1N,http://steamcommunity.com/id/L1J1N,570,1 of 2 people (50%) found this review helpful,True,2
115,YieuwMage,http://steamcommunity.com/id/YieuwMage,730,1 of 1 people (100%) found this review helpful,True,2
116,76561198078752187,http://steamcommunity.com/profiles/76561198078752187,240,No ratings yet,True,1
117,A-Very-Sly-Person,http://steamcommunity.com/id/A-Very-Sly-Person,304930,No ratings yet,True,1
118,A-Very-Sly-Person,http://steamcommunity.com/id/A-Very-Sly-Person,440,No ratings yet,True,2
119,76561198211054671,http://steamcommunity.com/profiles/76561198211054671,730,0 of 1 people (0%) found this review helpful,True,1
120,76561198211054671,http://steamcommunity.com/profiles/76561198211054671,333930,No ratings yet,True,0
121,Koolcaz12,http://steamcommunity.com/id/Koolcaz12,298050,16 of 48 people (33%) found this review helpful,False,2
122,76561198188979775,http://steamcommunity.com/profiles/76561198188979775,440,0 of 1 people (0%) found this review helpful,True,2
123,DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,55230,1 of 1 people (100%) found this review helpful,True,2
124,DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,232090,No ratings yet,True,2
125,DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,4000,No ratings yet,True,1
126,DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,206420,No ratings yet,True,2
127,DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,224260,No ratings yet,True,2
128,DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,550,No ratings yet,True,2
129,GGargula,http://steamcommunity.com/id/GGargula,570,3 of 7 people (43%) found this review helpful,False,1
130,GGargula,http://steamcommunity.com/id/GGargula,233250,2 of 5 people (40%) found this review helpful,True,1
131,Myther43,http://steamcommunity.com/id/Myther43,273350,1 of 3 people (33%) found this review helpful,True,2
132,76561198141443390,http://steamcommunity.com/profiles/76561198141443390,730,3 of 4 people (75%) found this review helpful,True,2
133,76561198097333029,http://steamcommunity.com/profiles/76561198097333029,570,No ratings yet,True,1
134,whodafuqisthisguilao,http://steamcommunity.com/id/whodafuqisthisguilao,730,No ratings yet,True,2
135,Magjiikal,http://steamcommunity.com/id/Magjiikal,370480,2 of 2 people (100%) found this review helpful,True,2
136,Magjiikal,http://steamcommunity.com/id/Magjiikal,313740,1 of 2 people (50%) found this review helpful,True,2
137,76561198050347115,http://steamcommunity.com/profiles/76561198050347115,292030,9 of 10 people (90%) found this review helpful,True,0
138,2768820078,http://steamcommunity.com/id/2768820078,287700,4 of 5 people (80%) found this review helpful,True,1
139,2768820078,http://steamcommunity.com/id/2768820078,730,2 of 2 people (100%) found this review helpful,False,1
140,2768820078,http://steamcommunity.com/id/2768820078,310950,2 of 3 people (67%) found this review helpful,True,1
141,2768820078,http://steamcommunity.com/id/2768820078,377160,No ratings yet,True,1
142,2768820078,http://steamcommunity.com/id/2768820078,221380,No ratings yet,True,1
143,2768820078,http://steamcommunity.com/id/2768820078,333950,No ratings yet,True,1
144,2768820078,http://steamcommunity.com/id/2768820078,222420,No ratings yet,False,1
145,2768820078,http://steamcommunity.com/id/2768820078,271590,No ratings yet,True,1
146,2768820078,http://steamcommunity.com/id/2768820078,298110,No ratings yet,True,1
147,2768820078,http://steamcommunity.com/id/2768820078,222440,No ratings yet,True,1
148,76561198056392326,http://steamcommunity.com/profiles/76561198056392326,259530,No ratings yet,True,1
149,76561198056392326,http://steamcommunity.com/profiles/76561198056392326,219640,No ratings yet,False,1
150,76561198056392326,http://steamcommunity.com/profiles/76561198056392326,269210,No ratings yet,False,1
151,76561198078478151,http://steamcommunity.com/profiles/76561198078478151,730,No ratings yet,True,1
152,exiaez,http://steamcommunity.com/id/exiaez,365450,No ratings yet,True,1
153,76561198095921854,http://steamcommunity.com/profiles/76561198095921854,245620,2 of 3 people (67%) found this review helpful,True,2
154,2xDelorean,http://steamcommunity.com/id/2xDelorean,570,No ratings yet,True,2
155,2xDelorean,http://steamcommunity.com/id/2xDelorean,212680,No ratings yet,True,2
156,2xDelorean,http://steamcommunity.com/id/2xDelorean,200210,No ratings yet,True,2
157,2xDelorean,http://steamcommunity.com/id/2xDelorean,440,No ratings yet,True,2
158,washington_,http://steamcommunity.com/id/washington_,440,2 of 3 people (67%) found this review helpful,False,2
159,washington_,http://steamcommunity.com/id/washington_,4000,0 of 1 people (0%) found this review helpful,True,2
160,washington_,http://steamcommunity.com/id/washington_,211820,No ratings yet,True,1
161,washington_,http://steamcommunity.com/id/washington_,10180,No ratings yet,True,1
162,washington_,http://steamcommunity.com/id/washington_,252490,No ratings yet,True,1
163,washington_,http://steamcommunity.com/id/washington_,417860,No ratings yet,True,0
164,jewxxl,http://steamcommunity.com/id/jewxxl,251970,5 of 8 people (63%) found this review helpful,True,2
165,76561198088944293,http://steamcommunity.com/profiles/76561198088944293,359550,1 of 2 people (50%) found this review helpful,True,0
166,76561198088944293,http://steamcommunity.com/profiles/76561198088944293,107410,0 of 1 people (0%) found this review helpful,True,2
167,76561198088944293,http://steamcommunity.com/profiles/76561198088944293,218230,0 of 5 people (0%) found this review helpful,False,1
168,76561198088944293,http://steamcommunity.com/profiles/76561198088944293,437701,17 of 89 people (19%) found this review helpful,False,1
169,76561198088944293,http://steamcommunity.com/profiles/76561198088944293,304930,No ratings yet,True,1
170,nubquake123,http://steamcommunity.com/id/nubquake123,265610,3 of 3 people (100%) found this review helpful,True,2
171,76561198109656922,http://steamcommunity.com/profiles/76561198109656922,440,1 of 1 people (100%) found this review helpful,True,2
172,CobRazor,http://steamcommunity.com/id/CobRazor,252490,0 of 1 people (0%) found this review helpful,True,1
173,relesprit,http://steamcommunity.com/id/relesprit,8930,2 of 2 people (100%) found this review helpful,True,2
174,wantmahbody,http://steamcommunity.com/id/wantmahbody,440,1 of 1 people (100%) found this review helpful,True,2
175,76561198115868847,http://steamcommunity.com/profiles/76561198115868847,219640,2 of 3 people (67%) found this review helpful,False,0
176,benedictcuminherbatch,http://steamcommunity.com/id/benedictcuminherbatch,570,0 of 1 people (0%) found this review helpful,True,2
177,76561198031207016,http://steamcommunity.com/profiles/76561198031207016,8930,1 of 1 people (100%) found this review helpful,True,2
178,76561198043458582,http://steamcommunity.com/profiles/76561198043458582,105600,2 of 2 people (100%) found this review helpful,True,2
179,76561198043458582,http://steamcommunity.com/profiles/76561198043458582,221100,1 of 3 people (33%) found this review helpful,True,2
180,76561198043458582,http://steamcommunity.com/profiles/76561198043458582,107410,No ratings yet,True,2
181,76561198043458582,http://steamcommunity.com/profiles/76561198043458582,231430,No ratings yet,True,2
182,smashiroshh,http://steamcommunity.com/id/smashiroshh,218620,No ratings yet,True,2
183,shark854,http://steamcommunity.com/id/shark854,225540,2 of 3 people (67%) found this review helpful,True,2
184,1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,271590,1 of 2 people (50%) found this review helpful,True,2
185,1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,218620,1 of 2 people (50%) found this review helpful,True,0
186,1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,219740,1 of 2 people (50%) found this review helpful,True,0
187,1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,7940,1 of 3 people (33%) found this review helpful,True,2
188,1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,234190,0 of 1 people (0%) found this review helpful,True,2
189,1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,10180,0 of 2 people (0%) found this review helpful,True,2
190,1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,33900,0 of 2 people (0%) found this review helpful,True,2
191,1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,261030,0 of 3 people (0%) found this review helpful,True,2
192,1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,243470,0 of 3 people (0%) found this review helpful,True,0
193,sithjjf,http://steamcommunity.com/id/sithjjf,302830,0 of 1 people (0%) found this review helpful,False,0
194,76561198060039459,http://steamcommunity.com/profiles/76561198060039459,570,No ratings yet,False,0
195,76561198065593074,http://steamcommunity.com/profiles/76561198065593074,304930,1 of 3 people (33%) found this review helpful,False,0
196,76561198065593074,http://steamcommunity.com/profiles/76561198065593074,730,No ratings yet,False,0
197,76561198065593074,http://steamcommunity.com/profiles/76561198065593074,304050,No ratings yet,True,2
198,76561198065593074,http://steamcommunity.com/profiles/76561198065593074,203750,No ratings yet,True,2
199,euzi,http://steamcommunity.com/id/euzi,236390,0 of 1 people (0%) found this review helpful,True,2
200,76561197961778802,http://steamcommunity.com/profiles/76561197961778802,730,No ratings yet,True,2
201,lucasrash,http://steamcommunity.com/id/lucasrash,440,No ratings yet,True,1
202,thisissohardtomakeoneup,http://steamcommunity.com/id/thisissohardtomakeoneup,440,3 of 3 people (100%) found this review helpful,True,1
203,76561198087010391,http://steamcommunity.com/profiles/76561198087010391,4000,2 of 2 people (100%) found this review helpful,True,2
204,66666669999999,http://steamcommunity.com/id/66666669999999,302830,No ratings yet,False,1
205,76561198061174192,http://steamcommunity.com/profiles/76561198061174192,220200,No ratings yet,True,2
206,76561198061174192,http://steamcommunity.com/profiles/76561198061174192,242760,No ratings yet,True,0
207,76561198084390807,http://steamcommunity.com/profiles/76561198084390807,234792,No ratings yet,True,1
208,76561198084390807,http://steamcommunity.com/profiles/76561198084390807,252490,No ratings yet,True,2
209,76561198028286104,http://steamcommunity.com/profiles/76561198028286104,10180,2 of 2 people (100%) found this review helpful,True,2
210,76561198104393251,http://steamcommunity.com/profiles/76561198104393251,304930,No ratings yet,True,2
211,76561198075322986,http://steamcommunity.com/profiles/76561198075322986,730,2 of 2 people (100%) found this review helpful,True,1
212,76561198151910904,http://steamcommunity.com/profiles/76561198151910904,252950,No ratings yet,True,2
213,76561198071214618,http://steamcommunity.com/profiles/76561198071214618,268750,No ratings yet,True,2
214,76561198071175142,http://steamcommunity.com/profiles/76561198071175142,570,0 of 1 people (0%) found this review helpful,True,1
215,76561198071175142,http://steamcommunity.com/profiles/76561198071175142,271590,0 of 1 people (0%) found this review helpful,True,2
216,Sammeh00,http://steamcommunity.com/id/Sammeh00,301520,0 of 3 people (0%) found this review helpful,True,2
217,76561198045754869,http://steamcommunity.com/profiles/76561198045754869,335670,2 of 2 people (100%) found this review helpful,True,1
218,76561198076098774,http://steamcommunity.com/profiles/76561198076098774,215080,No ratings yet,True,2
219,76561198103253374,http://steamcommunity.com/profiles/76561198103253374,570,No ratings yet,True,0
220,76561198048417105,http://steamcommunity.com/profiles/76561198048417105,271590,1 of 1 people (100%) found this review helpful,True,2
221,76561198048417105,http://steamcommunity.com/profiles/76561198048417105,730,1 of 1 people (100%) found this review helpful,True,2
222,76561198048417105,http://steamcommunity.com/profiles/76561198048417105,244160,4 of 7 people (57%) found this review helpful,True,2
223,76561198048417105,http://steamcommunity.com/profiles/76561198048417105,270880,No ratings yet,True,2
224,76561198090842891,http://steamcommunity.com/profiles/76561198090842891,8190,0 of 1 people (0%) found this review helpful,True,2
225,76561198055767971,http://steamcommunity.com/profiles/76561198055767971,247730,0 of 1 people (0%) found this review helpful,False,0
226,adohya343,http://steamcommunity.com/id/adohya343,303390,No ratings yet,False,2
227,76561198145436942,http://steamcommunity.com/profiles/76561198145436942,221100,4 of 5 people (80%) found this review helpful,True,2
228,76561198079990063,http://steamcommunity.com/profiles/76561198079990063,231040,No ratings yet,True,2
229,76561198051017916,http://steamcommunity.com/profiles/76561198051017916,351040,No ratings yet,True,1
230,76561198051017916,http://steamcommunity.com/profiles/76561198051017916,250600,No ratings yet,True,1
231,76561198096766604,http://steamcommunity.com/profiles/76561198096766604,301520,4 of 4 people (100%) found this review helpful,False,2
232,76561197995322437,http://steamcommunity.com/profiles/76561197995322437,264710,1 of 1 people (100%) found this review helpful,True,2
233,76561198084542731,http://steamcommunity.com/profiles/76561198084542731,206420,No ratings yet,True,1
234,76561198084542731,http://steamcommunity.com/profiles/76561198084542731,47790,No ratings yet,True,2
235,GamerFag,http://steamcommunity.com/id/GamerFag,440,No ratings yet,True,2
236,GamerFag,http://steamcommunity.com/id/GamerFag,70,No ratings yet,True,0
237,GamerFag,http://steamcommunity.com/id/GamerFag,420,No ratings yet,True,1
238,GamerFag,http://steamcommunity.com/id/GamerFag,380,No ratings yet,True,2
239,GamerFag,http://steamcommunity.com/id/GamerFag,220,No ratings yet,True,1
240,GamerFag,http://steamcommunity.com/id/GamerFag,1250,No ratings yet,True,2
241,76561198092227136,http://steamcommunity.com/profiles/76561198092227136,730,2 of 5 people (40%) found this review helpful,True,2
242,76561198092227136,http://steamcommunity.com/profiles/76561198092227136,1250,No ratings yet,True,1
243,hellcat59,http://steamcommunity.com/id/hellcat59,4000,2 of 3 people (67%) found this review helpful,True,2
244,76561198007584361,http://steamcommunity.com/profiles/76561198007584361,401650,4 of 23 people (17%) found this review helpful,True,0
245,tbimperator,http://steamcommunity.com/id/tbimperator,35450,No ratings yet,True,2
246,Allahu_Akbar666,http://steamcommunity.com/id/Allahu_Akbar666,230410,1 of 2 people (50%) found this review helpful,True,2
247,Allahu_Akbar666,http://steamcommunity.com/id/Allahu_Akbar666,304930,No ratings yet,False,0
248,76561198054040292,http://steamcommunity.com/profiles/76561198054040292,298260,No ratings yet,True,2
249,I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,214420,No ratings yet,True,2
250,I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,365670,No ratings yet,True,2
251,I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,440,No ratings yet,True,2
252,I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,4000,No ratings yet,True,2
253,I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,221260,No ratings yet,True,2
254,diabeticfuck,http://steamcommunity.com/id/diabeticfuck,218620,2 of 6 people (33%) found this review helpful,True,2
255,diabeticfuck,http://steamcommunity.com/id/diabeticfuck,419070,No ratings yet,True,1
256,diabeticfuck,http://steamcommunity.com/id/diabeticfuck,333930,No ratings yet,False,0
257,diabeticfuck,http://steamcommunity.com/id/diabeticfuck,287700,No ratings yet,True,1
258,abiam,http://steamcommunity.com/id/abiam,238960,No ratings yet,True,1
259,FrankoWalker,http://steamcommunity.com/id/FrankoWalker,310370,1 of 2 people (50%) found this review helpful,True,2
260,FrankoWalker,http://steamcommunity.com/id/FrankoWalker,260410,2 of 5 people (40%) found this review helpful,True,1
261,FrankoWalker,http://steamcommunity.com/id/FrankoWalker,236390,2 of 5 people (40%) found this review helpful,True,0
262,express157,http://steamcommunity.com/id/express157,304930,No ratings yet,True,2
263,76561198074644990,http://steamcommunity.com/profiles/76561198074644990,242760,1 of 1 people (100%) found this review helpful,True,1
264,76561198074644990,http://steamcommunity.com/profiles/76561198074644990,207230,0 of 1 people (0%) found this review helpful,True,2
265,76561198074644990,http://steamcommunity.com/profiles/76561198074644990,9180,1 of 49 people (2%) found this review helpful,False,0
266,76561198064304806,http://steamcommunity.com/profiles/76561198064304806,730,0 of 1 people (0%) found this review helpful,True,0
267,TomoeMamiewe,http://steamcommunity.com/id/TomoeMamiewe,10150,2 of 5 people (40%) found this review helpful,True,1
268,TomoeMamiewe,http://steamcommunity.com/id/TomoeMamiewe,4000,No ratings yet,True,1
269,76561198057086148,http://steamcommunity.com/profiles/76561198057086148,214950,No ratings yet,True,2
270,adamcookie,http://steamcommunity.com/id/adamcookie,570,1 of 1 people (100%) found this review helpful,True,2
271,mradobe7,http://steamcommunity.com/id/mradobe7,275850,0 of 1 people (0%) found this review helpful,False,2
272,76561198167207237,http://steamcommunity.com/profiles/76561198167207237,337320,No ratings yet,True,0
273,76561198167207237,http://steamcommunity.com/profiles/76561198167207237,391540,No ratings yet,True,1
274,76561198167207237,http://steamcommunity.com/profiles/76561198167207237,265930,No ratings yet,True,1
275,76561198167207237,http://steamcommunity.com/profiles/76561198167207237,620,No ratings yet,True,2
276,cancerkek,http://steamcommunity.com/id/cancerkek,730,0 of 1 people (0%) found this review helpful,True,1
277,76561198090899557,http://steamcommunity.com/profiles/76561198090899557,252490,2 of 2 people (100%) found this review helpful,False,0
278,76561198063624801,http://steamcommunity.com/profiles/76561198063624801,440,No ratings yet,True,1
279,aeryal,http://steamcommunity.com/id/aeryal,440,No ratings yet,True,2
280,76561198070263209,http://steamcommunity.com/profiles/76561198070263209,570,No ratings yet,True,1
