user_id,user_url,item_id,helpful,recommend,sentiment_analysis
76561198070565427,http://steamcommunity.com/profiles/76561198070565427,218620,No ratings yet,True,1
76561198070565427,http://steamcommunity.com/profiles/76561198070565427,208090,No ratings yet,True,2
76561198070565427,http://steamcommunity.com/profiles/76561198070565427,242700,No ratings yet,True,1
76561198070565427,http://steamcommunity.com/profiles/76561198070565427,570,No ratings yet,False,1
76561198070565427,http://steamcommunity.com/profiles/76561198070565427,224260,No ratings yet,True,1
SavageEeEe,http://steamcommunity.com/id/SavageEeEe,221100,0 of 8 people (0%) found this review helpful,True,2
76561198076909484,http://steamcommunity.com/profiles/76561198076909484,570,No ratings yet,True,2
Leaf_Light_Moscow,http://steamcommunity.com/id/Leaf_Light_Moscow,323370,No ratings yet,True,2
GoAwayZach,http://steamcommunity.com/id/GoAwayZach,304930,No ratings yet,True,2
76561198061252210,http://steamcommunity.com/profiles/76561198061252210,730,0 of 1 people (0%) found this review helpful,True,2
OfficialShroomsy,http://steamcommunity.com/id/OfficialShroomsy,113200,No ratings yet,True,2
boydeer,http://steamcommunity.com/id/boydeer,440,4 of 4 people (100%) found this review helpful,True,1
boydeer,http://steamcommunity.com/id/boydeer,383080,4 of 7 people (57%) found this review helpful,False,1
VVillis,http://steamcommunity.com/id/VVillis,213670,No ratings yet,True,1
76561198170198366,http://steamcommunity.com/profiles/76561198170198366,271290,No ratings yet,True,2
diego9031,http://steamcommunity.com/id/diego9031,4000,0 of 1 people (0%) found this review helpful,True,1
diego9031,http://steamcommunity.com/id/diego9031,317360,0 of 1 people (0%) found this review helpful,True,1
diego9031,http://steamcommunity.com/id/diego9031,223710,No ratings yet,True,1
diego9031,http://steamcommunity.com/id/diego9031,299360,No ratings yet,True,1
diego9031,http://steamcommunity.com/id/diego9031,322330,No ratings yet,True,1
diego9031,http://steamcommunity.com/id/diego9031,1250,No ratings yet,True,1
diego9031,http://steamcommunity.com/id/diego9031,12100,No ratings yet,True,1
diego9031,http://steamcommunity.com/id/diego9031,204360,No ratings yet,True,2
diego9031,http://steamcommunity.com/id/diego9031,440,No ratings yet,True,1
diego9031,http://steamcommunity.com/id/diego9031,224260,No ratings yet,True,2
jarrodtrim,http://steamcommunity.com/id/jarrodtrim,440,No ratings yet,True,2
76561198067936203,http://steamcommunity.com/profiles/76561198067936203,440,1 of 1 people (100%) found this review helpful,True,2
76561198079770573,http://steamcommunity.com/profiles/76561198079770573,1840,3 of 6 people (50%) found this review helpful,True,1
76561198087586464,http://steamcommunity.com/profiles/76561198087586464,440,1 of 1 people (100%) found this review helpful,True,2
76561198070194565,http://steamcommunity.com/profiles/76561198070194565,233250,0 of 11 people (0%) found this review helpful,True,1
76561198070194565,http://steamcommunity.com/profiles/76561198070194565,449140,No ratings yet,True,1
76561198070194565,http://steamcommunity.com/profiles/76561198070194565,368730,No ratings yet,True,1
76561198070194565,http://steamcommunity.com/profiles/76561198070194565,246280,No ratings yet,True,1
76561198070194565,http://steamcommunity.com/profiles/76561198070194565,427270,No ratings yet,True,2
76561198070194565,http://steamcommunity.com/profiles/76561198070194565,397100,No ratings yet,True,1
76561198070194565,http://steamcommunity.com/profiles/76561198070194565,248570,No ratings yet,True,1
Rivtex,http://steamcommunity.com/id/Rivtex,298630,0 of 1 people (0%) found this review helpful,True,1
sandwiches1,http://steamcommunity.com/id/sandwiches1,417860,No ratings yet,False,1
76561198138053270,http://steamcommunity.com/profiles/76561198138053270,218620,No ratings yet,True,2
Life-Of-Blu,http://steamcommunity.com/id/Life-Of-Blu,377160,1 of 5 people (20%) found this review helpful,True,2
Life-Of-Blu,http://steamcommunity.com/id/Life-Of-Blu,211820,No ratings yet,True,2
CaptianAutismo,http://steamcommunity.com/id/CaptianAutismo,252490,No ratings yet,True,0
76561198075895633,http://steamcommunity.com/profiles/76561198075895633,440,1 of 1 people (100%) found this review helpful,True,2
iamthekingofbrowntown,http://steamcommunity.com/id/iamthekingofbrowntown,344760,3 of 4 people (75%) found this review helpful,False,0
iamthekingofbrowntown,http://steamcommunity.com/id/iamthekingofbrowntown,252950,1 of 1 people (100%) found this review helpful,True,1
iamthekingofbrowntown,http://steamcommunity.com/id/iamthekingofbrowntown,236430,2 of 5 people (40%) found this review helpful,True,2
iamthekingofbrowntown,http://steamcommunity.com/id/iamthekingofbrowntown,399730,No ratings yet,True,2
MainScout,http://steamcommunity.com/id/MainScout,550,1 of 1 people (100%) found this review helpful,True,1
yookobz,http://steamcommunity.com/id/yookobz,377160,1 of 3 people (33%) found this review helpful,True,2
yookobz,http://steamcommunity.com/id/yookobz,219150,No ratings yet,True,2
Mossy_Gaming,http://steamcommunity.com/id/Mossy_Gaming,440,1 of 1 people (100%) found this review helpful,True,2
76561198087407319,http://steamcommunity.com/profiles/76561198087407319,440,1 of 1 people (100%) found this review helpful,True,1
76561198056741844,http://steamcommunity.com/profiles/76561198056741844,730,2 of 3 people (67%) found this review helpful,True,1
76561198030567998,http://steamcommunity.com/profiles/76561198030567998,332800,194 of 282 people (69%) found this review helpful,True,1
76561198030567998,http://steamcommunity.com/profiles/76561198030567998,319630,1 of 2 people (50%) found this review helpful,True,2
76561198030567998,http://steamcommunity.com/profiles/76561198030567998,6020,No ratings yet,True,0
76561198030567998,http://steamcommunity.com/profiles/76561198030567998,55230,No ratings yet,True,2
76561198030567998,http://steamcommunity.com/profiles/76561198030567998,32430,No ratings yet,True,2
Coldaniel,http://steamcommunity.com/id/Coldaniel,35450,1 of 1 people (100%) found this review helpful,True,2
Coldaniel,http://steamcommunity.com/id/Coldaniel,440,1 of 1 people (100%) found this review helpful,True,2
Coldaniel,http://steamcommunity.com/id/Coldaniel,236390,2 of 5 people (40%) found this review helpful,True,2
therealmorty,http://steamcommunity.com/id/therealmorty,351570,No ratings yet,True,2
therealmorty,http://steamcommunity.com/id/therealmorty,212680,No ratings yet,True,0
Berserklejerker,http://steamcommunity.com/id/Berserklejerker,391540,2 of 3 people (67%) found this review helpful,True,2
76561198061730629,http://steamcommunity.com/profiles/76561198061730629,550,0 of 1 people (0%) found this review helpful,True,0
YoHuNz,http://steamcommunity.com/id/YoHuNz,440,1 of 1 people (100%) found this review helpful,True,1
YoHuNz,http://steamcommunity.com/id/YoHuNz,570,1 of 1 people (100%) found this review helpful,True,1
76561198093112529,http://steamcommunity.com/profiles/76561198093112529,440,3 of 3 people (100%) found this review helpful,True,2
76561198060447950,http://steamcommunity.com/profiles/76561198060447950,200510,No ratings yet,True,2
whiteofwolfing,http://steamcommunity.com/id/whiteofwolfing,730,2 of 2 people (100%) found this review helpful,True,2
76561198081962345,http://steamcommunity.com/profiles/76561198081962345,200210,No ratings yet,True,2
76561198081962345,http://steamcommunity.com/profiles/76561198081962345,1250,No ratings yet,True,1
76561198073210139,http://steamcommunity.com/profiles/76561198073210139,304050,0 of 2 people (0%) found this review helpful,True,2
76561198056290589,http://steamcommunity.com/profiles/76561198056290589,730,No ratings yet,True,2
Hirukaz,http://steamcommunity.com/id/Hirukaz,550,0 of 1 people (0%) found this review helpful,True,0
76561198183396245,http://steamcommunity.com/profiles/76561198183396245,440,No ratings yet,True,2
76561198090715178,http://steamcommunity.com/profiles/76561198090715178,4000,1 of 1 people (100%) found this review helpful,True,2
76561198090715178,http://steamcommunity.com/profiles/76561198090715178,304930,No ratings yet,True,2
CatsWhale,http://steamcommunity.com/id/CatsWhale,333950,1 of 2 people (50%) found this review helpful,True,2
CatsWhale,http://steamcommunity.com/id/CatsWhale,388520,No ratings yet,True,2
CatsWhale,http://steamcommunity.com/id/CatsWhale,107410,No ratings yet,True,2
CatsWhale,http://steamcommunity.com/id/CatsWhale,206210,No ratings yet,True,2
76561198073784601,http://steamcommunity.com/profiles/76561198073784601,221100,3 of 6 people (50%) found this review helpful,True,2
76561198073784601,http://steamcommunity.com/profiles/76561198073784601,299740,0 of 18 people (0%) found this review helpful,False,0
mimimomoma,http://steamcommunity.com/id/mimimomoma,730,No ratings yet,True,2
76561198102410011,http://steamcommunity.com/profiles/76561198102410011,440,No ratings yet,True,1
de_Butl3r,http://steamcommunity.com/id/de_Butl3r,209870,3 of 8 people (38%) found this review helpful,True,2
76561198027947401,http://steamcommunity.com/profiles/76561198027947401,322170,1 of 2 people (50%) found this review helpful,True,2
76561198027947401,http://steamcommunity.com/profiles/76561198027947401,304050,1 of 3 people (33%) found this review helpful,True,2
76561198074200011,http://steamcommunity.com/profiles/76561198074200011,730,No ratings yet,True,2
jonasdbomb,http://steamcommunity.com/id/jonasdbomb,346110,2 of 12 people (17%) found this review helpful,True,2
L1J1N,http://steamcommunity.com/id/L1J1N,570,1 of 2 people (50%) found this review helpful,True,2
YieuwMage,http://steamcommunity.com/id/YieuwMage,730,1 of 1 people (100%) found this review helpful,True,2
76561198078752187,http://steamcommunity.com/profiles/76561198078752187,240,No ratings yet,True,1
A-Very-Sly-Person,http://steamcommunity.com/id/A-Very-Sly-Person,304930,No ratings yet,True,1
A-Very-Sly-Person,http://steamcommunity.com/id/A-Very-Sly-Person,440,No ratings yet,True,2
76561198211054671,http://steamcommunity.com/profiles/76561198211054671,730,0 of 1 people (0%) found this review helpful,True,1
76561198211054671,http://steamcommunity.com/profiles/76561198211054671,333930,No ratings yet,True,0
Koolcaz12,http://steamcommunity.com/id/Koolcaz12,298050,16 of 48 people (33%) found this review helpful,False,2
76561198188979775,http://steamcommunity.com/profiles/76561198188979775,440,0 of 1 people (0%) found this review helpful,True,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,55230,1 of 1 people (100%) found this review helpful,True,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,232090,No ratings yet,True,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,4000,No ratings yet,True,1
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,206420,No ratings yet,True,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,224260,No ratings yet,True,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,550,No ratings yet,True,2
GGargula,http://steamcommunity.com/id/GGargula,570,3 of 7 people (43%) found this review helpful,False,1
GGargula,http://steamcommunity.com/id/GGargula,233250,2 of 5 people (40%) found this review helpful,True,1
Myther43,http://steamcommunity.com/id/Myther43,273350,1 of 3 people (33%) found this review helpful,True,2
76561198141443390,http://steamcommunity.com/profiles/76561198141443390,730,3 of 4 people (75%) found this review helpful,True,2
76561198097333029,http://steamcommunity.com/profiles/76561198097333029,570,No ratings yet,True,1
whodafuqisthisguilao,http://steamcommunity.com/id/whodafuqisthisguilao,730,No ratings yet,True,2
Magjiikal,http://steamcommunity.com/id/Magjiikal,370480,2 of 2 people (100%) found this review helpful,True,2
Magjiikal,http://steamcommunity.com/id/Magjiikal,313740,1 of 2 people (50%) found this review helpful,True,2
76561198050347115,http://steamcommunity.com/profiles/76561198050347115,292030,9 of 10 people (90%) found this review helpful,True,0
2768820078,http://steamcommunity.com/id/2768820078,287700,4 of 5 people (80%) found this review helpful,True,1
2768820078,http://steamcommunity.com/id/2768820078,730,2 of 2 people (100%) found this review helpful,False,1
2768820078,http://steamcommunity.com/id/2768820078,310950,2 of 3 people (67%) found this review helpful,True,1
2768820078,http://steamcommunity.com/id/2768820078,377160,No ratings yet,True,1
2768820078,http://steamcommunity.com/id/2768820078,221380,No ratings yet,True,1
2768820078,http://steamcommunity.com/id/2768820078,333950,No ratings yet,True,1
2768820078,http://steamcommunity.com/id/2768820078,222420,No ratings yet,False,1
2768820078,http://steamcommunity.com/id/2768820078,271590,No ratings yet,True,1
2768820078,http://steamcommunity.com/id/2768820078,298110,No ratings yet,True,1
2768820078,http://steamcommunity.com/id/2768820078,222440,No ratings yet,True,1
76561198056392326,http://steamcommunity.com/profiles/76561198056392326,259530,No ratings yet,True,1
76561198056392326,http://steamcommunity.com/profiles/76561198056392326,219640,No ratings yet,False,1
76561198056392326,http://steamcommunity.com/profiles/76561198056392326,269210,No ratings yet,False,1
76561198078478151,http://steamcommunity.com/profiles/76561198078478151,730,No ratings yet,True,1
exiaez,http://steamcommunity.com/id/exiaez,365450,No ratings yet,True,1
76561198095921854,http://steamcommunity.com/profiles/76561198095921854,245620,2 of 3 people (67%) found this review helpful,True,2
2xDelorean,http://steamcommunity.com/id/2xDelorean,570,No ratings yet,True,2
2xDelorean,http://steamcommunity.com/id/2xDelorean,212680,No ratings yet,True,2
2xDelorean,http://steamcommunity.com/id/2xDelorean,200210,No ratings yet,True,2
2xDelorean,http://steamcommunity.com/id/2xDelorean,440,No ratings yet,True,2
washington_,http://steamcommunity.com/id/washington_,440,2 of 3 people (67%) found this review helpful,False,2
washington_,http://steamcommunity.com/id/washington_,4000,0 of 1 people (0%) found this review helpful,True,2
washington_,http://steamcommunity.com/id/washington_,211820,No ratings yet,True,1
washington_,http://steamcommunity.com/id/washington_,10180,No ratings yet,True,1
washington_,http://steamcommunity.com/id/washington_,252490,No ratings yet,True,1
washington_,http://steamcommunity.com/id/washington_,417860,No ratings yet,True,0
jewxxl,http://steamcommunity.com/id/jewxxl,251970,5 of 8 people (63%) found this review helpful,True,2
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,359550,1 of 2 people (50%) found this review helpful,True,0
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,107410,0 of 1 people (0%) found this review helpful,True,2
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,218230,0 of 5 people (0%) found this review helpful,False,1
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,437701,17 of 89 people (19%) found this review helpful,False,1
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,304930,No ratings yet,True,1
nubquake123,http://steamcommunity.com/id/nubquake123,265610,3 of 3 people (100%) found this review helpful,True,2
76561198109656922,http://steamcommunity.com/profiles/76561198109656922,440,1 of 1 people (100%) found this review helpful,True,2
CobRazor,http://steamcommunity.com/id/CobRazor,252490,0 of 1 people (0%) found this review helpful,True,1
relesprit,http://steamcommunity.com/id/relesprit,8930,2 of 2 people (100%) found this review helpful,True,2
wantmahbody,http://steamcommunity.com/id/wantmahbody,440,1 of 1 people (100%) found this review helpful,True,2
76561198115868847,http://steamcommunity.com/profiles/76561198115868847,219640,2 of 3 people (67%) found this review helpful,False,0
benedictcuminherbatch,http://steamcommunity.com/id/benedictcuminherbatch,570,0 of 1 people (0%) found this review helpful,True,2
76561198031207016,http://steamcommunity.com/profiles/76561198031207016,8930,1 of 1 people (100%) found this review helpful,True,2
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,105600,2 of 2 people (100%) found this review helpful,True,2
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,221100,1 of 3 people (33%) found this review helpful,True,2
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,107410,No ratings yet,True,2
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,231430,No ratings yet,True,2
smashiroshh,http://steamcommunity.com/id/smashiroshh,218620,No ratings yet,True,2
shark854,http://steamcommunity.com/id/shark854,225540,2 of 3 people (67%) found this review helpful,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,271590,1 of 2 people (50%) found this review helpful,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,218620,1 of 2 people (50%) found this review helpful,True,0
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,219740,1 of 2 people (50%) found this review helpful,True,0
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,7940,1 of 3 people (33%) found this review helpful,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,234190,0 of 1 people (0%) found this review helpful,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,10180,0 of 2 people (0%) found this review helpful,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,33900,0 of 2 people (0%) found this review helpful,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,261030,0 of 3 people (0%) found this review helpful,True,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,243470,0 of 3 people (0%) found this review helpful,True,0
sithjjf,http://steamcommunity.com/id/sithjjf,302830,0 of 1 people (0%) found this review helpful,False,0
76561198060039459,http://steamcommunity.com/profiles/76561198060039459,570,No ratings yet,False,0
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,304930,1 of 3 people (33%) found this review helpful,False,0
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,730,No ratings yet,False,0
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,304050,No ratings yet,True,2
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,203750,No ratings yet,True,2
euzi,http://steamcommunity.com/id/euzi,236390,0 of 1 people (0%) found this review helpful,True,2
76561197961778802,http://steamcommunity.com/profiles/76561197961778802,730,No ratings yet,True,2
lucasrash,http://steamcommunity.com/id/lucasrash,440,No ratings yet,True,1
thisissohardtomakeoneup,http://steamcommunity.com/id/thisissohardtomakeoneup,440,3 of 3 people (100%) found this review helpful,True,1
76561198087010391,http://steamcommunity.com/profiles/76561198087010391,4000,2 of 2 people (100%) found this review helpful,True,2
66666669999999,http://steamcommunity.com/id/66666669999999,302830,No ratings yet,False,1
76561198061174192,http://steamcommunity.com/profiles/76561198061174192,220200,No ratings yet,True,2
76561198061174192,http://steamcommunity.com/profiles/76561198061174192,242760,No ratings yet,True,0
76561198084390807,http://steamcommunity.com/profiles/76561198084390807,234792,No ratings yet,True,1
76561198084390807,http://steamcommunity.com/profiles/76561198084390807,252490,No ratings yet,True,2
76561198028286104,http://steamcommunity.com/profiles/76561198028286104,10180,2 of 2 people (100%) found this review helpful,True,2
76561198104393251,http://steamcommunity.com/profiles/76561198104393251,304930,No ratings yet,True,2
76561198075322986,http://steamcommunity.com/profiles/76561198075322986,730,2 of 2 people (100%) found this review helpful,True,1
76561198151910904,http://steamcommunity.com/profiles/76561198151910904,252950,No ratings yet,True,2
76561198071214618,http://steamcommunity.com/profiles/76561198071214618,268750,No ratings yet,True,2
76561198071175142,http://steamcommunity.com/profiles/76561198071175142,570,0 of 1 people (0%) found this review helpful,True,1
76561198071175142,http://steamcommunity.com/profiles/76561198071175142,271590,0 of 1 people (0%) found this review helpful,True,2
Sammeh00,http://steamcommunity.com/id/Sammeh00,301520,0 of 3 people (0%) found this review helpful,True,2
76561198045754869,http://steamcommunity.com/profiles/76561198045754869,335670,2 of 2 people (100%) found this review helpful,True,1
76561198076098774,http://steamcommunity.com/profiles/76561198076098774,215080,No ratings yet,True,2
76561198103253374,http://steamcommunity.com/profiles/76561198103253374,570,No ratings yet,True,0
76561198048417105,http://steamcommunity.com/profiles/76561198048417105,271590,1 of 1 people (100%) found this review helpful,True,2
76561198048417105,http://steamcommunity.com/profiles/76561198048417105,730,1 of 1 people (100%) found this review helpful,True,2
76561198048417105,http://steamcommunity.com/profiles/76561198048417105,244160,4 of 7 people (57%) found this review helpful,True,2
76561198048417105,http://steamcommunity.com/profiles/76561198048417105,270880,No ratings yet,True,2
76561198090842891,http://steamcommunity.com/profiles/76561198090842891,8190,0 of 1 people (0%) found this review helpful,True,2
76561198055767971,http://steamcommunity.com/profiles/76561198055767971,247730,0 of 1 people (0%) found this review helpful,False,0
adohya343,http://steamcommunity.com/id/adohya343,303390,No ratings yet,False,2
76561198145436942,http://steamcommunity.com/profiles/76561198145436942,221100,4 of 5 people (80%) found this review helpful,True,2
76561198079990063,http://steamcommunity.com/profiles/76561198079990063,231040,No ratings yet,True,2
76561198051017916,http://steamcommunity.com/profiles/76561198051017916,351040,No ratings yet,True,1
76561198051017916,http://steamcommunity.com/profiles/76561198051017916,250600,No ratings yet,True,1
76561198096766604,http://steamcommunity.com/profiles/76561198096766604,301520,4 of 4 people (100%) found this review helpful,False,2
76561197995322437,http://steamcommunity.com/profiles/76561197995322437,264710,1 of 1 people (100%) found this review helpful,True,2
76561198084542731,http://steamcommunity.com/profiles/76561198084542731,206420,No ratings yet,True,1
76561198084542731,http://steamcommunity.com/profiles/76561198084542731,47790,No ratings yet,True,2
GamerFag,http://steamcommunity.com/id/GamerFag,440,No ratings yet,True,2
GamerFag,http://steamcommunity.com/id/GamerFag,70,No ratings yet,True,0
GamerFag,http://steamcommunity.com/id/GamerFag,420,No ratings yet,True,1
GamerFag,http://steamcommunity.com/id/GamerFag,380,No ratings yet,True,2
GamerFag,http://steamcommunity.com/id/GamerFag,220,No ratings yet,True,1
GamerFag,http://steamcommunity.com/id/GamerFag,1250,No ratings yet,True,2
76561198092227136,http://steamcommunity.com/profiles/76561198092227136,730,2 of 5 people (40%) found this review helpful,True,2
76561198092227136,http://steamcommunity.com/profiles/76561198092227136,1250,No ratings yet,True,1
hellcat59,http://steamcommunity.com/id/hellcat59,4000,2 of 3 people (67%) found this review helpful,True,2
76561198007584361,http://steamcommunity.com/profiles/76561198007584361,401650,4 of 23 people (17%) found this review helpful,True,0
tbimperator,http://steamcommunity.com/id/tbimperator,35450,No ratings yet,True,2
Allahu_Akbar666,http://steamcommunity.com/id/Allahu_Akbar666,230410,1 of 2 people (50%) found this review helpful,True,2
Allahu_Akbar666,http://steamcommunity.com/id/Allahu_Akbar666,304930,No ratings yet,False,0
76561198054040292,http://steamcommunity.com/profiles/76561198054040292,298260,No ratings yet,True,2
I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,214420,No ratings yet,True,2
I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,365670,No ratings yet,True,2
I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,440,No ratings yet,True,2
I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,4000,No ratings yet,True,2
I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,221260,No ratings yet,True,2
diabeticfuck,http://steamcommunity.com/id/diabeticfuck,218620,2 of 6 people (33%) found this review helpful,True,2
diabeticfuck,http://steamcommunity.com/id/diabeticfuck,419070,No ratings yet,True,1
diabeticfuck,http://steamcommunity.com/id/diabeticfuck,333930,No ratings yet,False,0
diabeticfuck,http://steamcommunity.com/id/diabeticfuck,287700,No ratings yet,True,1
abiam,http://steamcommunity.com/id/abiam,238960,No ratings yet,True,1
FrankoWalker,http://steamcommunity.com/id/FrankoWalker,310370,1 of 2 people (50%) found this review helpful,True,2
FrankoWalker,http://steamcommunity.com/id/FrankoWalker,260410,2 of 5 people (40%) found this review helpful,True,1
FrankoWalker,http://steamcommunity.com/id/FrankoWalker,236390,2 of 5 people (40%) found this review helpful,True,0
express157,http://steamcommunity.com/id/express157,304930,No ratings yet,True,2
76561198074644990,http://steamcommunity.com/profiles/76561198074644990,242760,1 of 1 people (100%) found this review helpful,True,1
76561198074644990,http://steamcommunity.com/profiles/76561198074644990,207230,0 of 1 people (0%) found this review helpful,True,2
76561198074644990,http://steamcommunity.com/profiles/76561198074644990,9180,1 of 49 people (2%) found this review helpful,False,0
76561198064304806,http://steamcommunity.com/profiles/76561198064304806,730,0 of 1 people (0%) found this review helpful,True,0
TomoeMamiewe,http://steamcommunity.com/id/TomoeMamiewe,10150,2 of 5 people (40%) found this review helpful,True,1
TomoeMamiewe,http://steamcommunity.com/id/TomoeMamiewe,4000,No ratings yet,True,1
76561198057086148,http://steamcommunity.com/profiles/76561198057086148,214950,No ratings yet,True,2
adamcookie,http://steamcommunity.com/id/adamcookie,570,1 of 1 people (100%) found this review helpful,True,2
mradobe7,http://steamcommunity.com/id/mradobe7,275850,0 of 1 people (0%) found this review helpful,False,2
76561198167207237,http://steamcommunity.com/profiles/76561198167207237,337320,No ratings yet,True,0
76561198167207237,http://steamcommunity.com/profiles/76561198167207237,391540,No ratings yet,True,1
76561198167207237,http://steamcommunity.com/profiles/76561198167207237,265930,No ratings yet,True,1
76561198167207237,http://steamcommunity.com/profiles/76561198167207237,620,No ratings yet,True,2
cancerkek,http://steamcommunity.com/id/cancerkek,730,0 of 1 people (0%) found this review helpful,True,1
76561198090899557,http://steamcommunity.com/profiles/76561198090899557,252490,2 of 2 people (100%) found this review helpful,False,0
76561198063624801,http://steamcommunity.com/profiles/76561198063624801,440,No ratings yet,True,1
aeryal,http://steamcommunity.com/id/aeryal,440,No ratings yet,True,2
76561198070263209,http://steamcommunity.com/profiles/76561198070263209,570,No ratings yet,True,1
Agiegamma,http://steamcommunity.com/id/Agiegamma,208090,No ratings yet,True,2
Agronoth,http://steamcommunity.com/id/Agronoth,244850,1 of 2 people (50%) found this review helpful,True,2
Agronoth,http://steamcommunity.com/id/Agronoth,221640,0 of 1 people (0%) found this review helpful,True,2
Agronoth,http://steamcommunity.com/id/Agronoth,104900,0 of 1 people (0%) found this review helpful,True,2
Agronoth,http://steamcommunity.com/id/Agronoth,105600,0 of 1 people (0%) found this review helpful,True,2
Agronoth,http://steamcommunity.com/id/Agronoth,9450,2 of 9 people (22%) found this review helpful,False,2
UnholyFallenAngel,http://steamcommunity.com/id/UnholyFallenAngel,262410,6 of 6 people (100%) found this review helpful,True,2
UnholyFallenAngel,http://steamcommunity.com/id/UnholyFallenAngel,222940,3 of 3 people (100%) found this review helpful,True,2
UnholyFallenAngel,http://steamcommunity.com/id/UnholyFallenAngel,221040,1 of 1 people (100%) found this review helpful,True,2
76561198068565589,http://steamcommunity.com/profiles/76561198068565589,221100,1 of 1 people (100%) found this review helpful,True,1
76561198068565589,http://steamcommunity.com/profiles/76561198068565589,286570,1 of 7 people (14%) found this review helpful,True,2
